entrez_final	symbol	ensgene	log2FoldChange	padj	description
10267	RAMP1	ENSG00000132329	-1.3012812335224486	6.108255639556786e-11	receptor activity modifying protein 1
3444	IFNA7	ENSG00000214042	3.2608782262014735	6.695913390922499e-11	interferon alpha 7
5028	P2RY1	ENSG00000169860	-1.3141743817217	6.781648166282551e-11	purinergic receptor P2Y1
13035	NA	NA	4.928772150799309	7.38027603908647e-11	NA
6104	RP6	NA	1.3085197349645055	7.494721801939711e-11	retinitis pigmentosa 6 (X-linked recessive)
7469	NELFA	ENSG00000185049	-2.5631993746908854	8.299484295819061e-11	negative elongation factor complex member A
11508	NA	NA	2.3374480412203056	8.783708789097647e-11	NA
581	BAX	ENSG00000087088	3.4660997375942855	9.356272396451164e-11	BCL2 associated X, apoptosis regulator
8074	FGF23	ENSG00000118972	-1.2992332687012405	9.416009670173384e-11	fibroblast growth factor 23
10466	COG5	ENSG00000164597	1.2332207529513157	9.499738327659441e-11	component of oligomeric golgi complex 5
5910	RAP1GDS1	ENSG00000138698	-1.082379992479317	9.676738925856432e-11	Rap1 GTPase-GDP dissociation stimulator 1
1825	DSC3	ENSG00000134762	2.5692246126232714	1.0013608126128195e-10	desmocollin 3
4075	NA	NA	1.4762220891907227	1.0588379147217046e-10	NA
570	BAAT	ENSG00000136881	2.161898476378606	1.0787609041012519e-10	bile acid-CoA:amino acid N-acyltransferase
3578	IL9	ENSG00000145839	-1.3003673344282176	1.0909141202195226e-10	interleukin 9
10378	NA	NA	4.514151081857178	1.095163597404019e-10	NA
2280	FKBP1A	ENSG00000088832	-1.1069329543697304	1.0979627503996633e-10	FKBP prolyl isomerase 1A
2954	GSTZ1	ENSG00000100577	1.8481799903994394	1.1024903531681966e-10	glutathione S-transferase zeta 1
4170	MCL1	ENSG00000143384	2.752596612987499	1.1676271610313136e-10	MCL1 apoptosis regulator, BCL2 family member
14195	NA	NA	-3.352521813140455	1.1682642250986732e-10	NA
5277	PIGA	ENSG00000165195	1.8946577678557162	1.1991673694408394e-10	phosphatidylinositol glycan anchor biosynthesis class A
4849	CNOT3	ENSG00000088038	2.213038402508054	1.3161376448952985e-10	CCR4-NOT transcription complex subunit 3
3742	KCNA6	ENSG00000151079	-1.2709194366144199	1.3193413621953522e-10	potassium voltage-gated channel subfamily A member 6
2632	GBE1	ENSG00000114480	2.7625904007240174	1.368948662291219e-10	1,4-alpha-glucan branching enzyme 1
8617	NA	NA	-1.9113501798066421	1.4076623145620135e-10	NA
6321	NA	NA	1.2568382667539	1.414164749675448e-10	NA
13005	NA	NA	-2.9619616214470526	1.475004358922545e-10	NA
689	BTF3	ENSG00000145741	-1.0231709672527074	1.6235858413904633e-10	basic transcription factor 3
8746	NA	NA	2.0629463421104126	1.6831490839190176e-10	NA
5915	RARB	ENSG00000077092	1.3055161921449712	1.6969574165890944e-10	retinoic acid receptor beta
224	ALDH3A2	ENSG00000072210	1.2973981105341788	1.7155826711846567e-10	aldehyde dehydrogenase 3 family member A2
6201	RPS7	ENSG00000171863	-3.370866121255854	1.8043949913571002e-10	ribosomal protein S7
8542	APOL1	ENSG00000100342	-1.6690341241369564	1.854063677184482e-10	apolipoprotein L1
7805	LAPTM5	ENSG00000162511	1.9618042712278618	1.8927343916436406e-10	lysosomal protein transmembrane 5
8364	H4C3	ENSG00000197061	3.693665105343274	2.027365695833168e-10	H4 clustered histone 3
5804	PTPRZ2	NA	1.4615223968437419	2.128392848602805e-10	protein tyrosine phosphatase receptor type Z2
10799	RPP40	ENSG00000124787	-2.096582726425879	2.184017035210377e-10	ribonuclease P/MRP subunit p40
4148	MATN3	ENSG00000132031	-1.1715587500461537	2.2820906510631804e-10	matrilin 3
9010	NA	NA	-2.7498822763876793	2.359517472930182e-10	NA
3264	NA	NA	1.173717508588973	2.391431290267096e-10	NA
9605	VPS9D1	ENSG00000075399	-1.1376974636151764	2.540981821630654e-10	VPS9 domain containing 1
126	ADH1C	ENSG00000248144	3.183970038112948	2.5916624644181305e-10	alcohol dehydrogenase 1C (class I), gamma polypeptide
7755	ZNF205	ENSG00000122386	2.64624729873188	2.7270287676177733e-10	zinc finger protein 205
8278	NA	NA	-1.4038501526772211	2.814791839445007e-10	NA
7844	RNF103	ENSG00000239305	4.711311250028281	2.974115933105766e-10	ring finger protein 103
7913	DEK	ENSG00000124795	-1.5300202459661871	3.138411283711174e-10	DEK proto-oncogene
2978	GUCA1A	ENSG00000048545	1.2063612644743842	3.193132194342699e-10	guanylate cyclase activator 1A
8488	RPL3P1	ENSG00000228149	-1.145454815851217	3.318288264677477e-10	ribosomal protein L3 pseudogene 1
2256	FGF11	ENSG00000161958	-1.8599857444796457	3.4704383808162497e-10	fibroblast growth factor 11
6367	CCL22	ENSG00000102962	-1.0483057354115892	3.5249164159677106e-10	C-C motif chemokine ligand 22
2317	FLNB	ENSG00000136068	1.114887503444346	3.547280186908317e-10	filamin B
3627	CXCL10	ENSG00000169245	2.4974544988271186	3.6343708585930425e-10	C-X-C motif chemokine ligand 10
9542	NRG2	ENSG00000158458	-2.0581580591146253	3.8145573132735357e-10	neuregulin 2
11958	NA	NA	1.9716384588533635	4.0205465969075377e-10	NA
12022	NA	NA	2.3546292682013252	4.344020929592035e-10	NA
4513	COX2	ENSG00000198712	1.3583590556365759	4.4852052979197886e-10	cytochrome c oxidase subunit II
3529	IGKV2OR22-3	NA	2.6355728862070764	4.5420658908238035e-10	immunoglobulin kappa variable 2/OR22-3 (pseudogene)
2660	MSTN	ENSG00000138379	1.0760170892292396	4.6281089375718913e-10	myostatin
10764	NA	NA	-1.3489633973405462	4.637016170486937e-10	NA
6641	SNTB1	ENSG00000172164	-1.1090706858976198	4.68421340912733e-10	syntrophin beta 1
6786	STIM1	ENSG00000167323	-1.86595174200345	4.777903319621388e-10	stromal interaction molecule 1
4301	AFDN	ENSG00000130396	1.9180262199151639	4.810395874039569e-10	afadin, adherens junction formation factor
2934	GSN	ENSG00000148180	-1.7557637190913113	4.918732050408915e-10	gelsolin
6108	NA	NA	-1.4560768290301391	5.140063469873735e-10	NA
12043	NA	NA	-2.9494683085659914	5.270283836274538e-10	NA
2013	EMP2	ENSG00000213853	1.7350881954374848	5.300584658485477e-10	epithelial membrane protein 2
6203	RPS9	ENSG00000170889	1.3069120417105404	5.300584658485477e-10	ribosomal protein S9
8996	NOL3	ENSG00000140939	-1.4256674514577503	5.300584658485477e-10	nucleolar protein 3
4328	NA	NA	2.788167262829068	5.329133662882552e-10	NA
3656	IRAK2	ENSG00000134070	2.7486241419671797	5.946312060628479e-10	interleukin 1 receptor associated kinase 2
8622	PDE8B	ENSG00000113231	-1.8859198553585363	6.086419495099828e-10	phosphodiesterase 8B
99	NA	NA	8.886231362952936	6.155015372880443e-10	NA
6178	NA	NA	1.9069052158923783	6.155015372880443e-10	NA
9535	GMFG	ENSG00000130755	1.5406374839316057	6.164697220952794e-10	glia maturation factor gamma
5030	P2RY4	ENSG00000186912	1.0304252746076126	6.619721472782772e-10	pyrimidinergic receptor P2Y4
5717	PSMD11	ENSG00000108671	1.9603964768209432	6.630009004272901e-10	proteasome 26S subunit, non-ATPase 11
7713	NA	NA	1.5616621192374434	6.855607849367099e-10	NA
6486	NA	NA	-2.549944026158625	7.045450235025761e-10	NA
1845	DUSP3	ENSG00000108861	1.3699535274313879	7.070895437928599e-10	dual specificity phosphatase 3
6791	AURKAP1	NA	1.906606831762229	7.169384268101107e-10	aurora kinase A pseudogene 1
11892	NA	NA	-1.7557635801632774	7.81759536995569e-10	NA
9893	NA	NA	3.2814030486905907	7.94112686381815e-10	NA
8545	CGGBP1	ENSG00000163320	-1.8672546042226639	8.681469460641128e-10	CGG triplet repeat binding protein 1
7341	SUMO1	ENSG00000116030	-2.238590317006036	8.925850958762484e-10	small ubiquitin like modifier 1
1239	NA	NA	-1.1273696678647998	9.138079210354157e-10	NA
8275	NA	NA	-1.1797261031451056	9.524676958632323e-10	NA
10323	NA	NA	5.209523115522432	9.637162886593661e-10	NA
7032	TFF2	ENSG00000160181	-2.0629308005599576	9.86488759153118e-10	trefoil factor 2
7942	TFEB	ENSG00000112561	1.140544800473007	1.0051729680185268e-9	transcription factor EB
4929	NR4A2	ENSG00000153234	1.8363653262129467	1.0461651730858106e-9	nuclear receptor subfamily 4 group A member 2
10169	SERF2	ENSG00000140264	-1.5952051955652469	1.0769578599082755e-9	small EDRK-rich factor 2
12136	NA	NA	1.9359994910071257	1.109865262501585e-9	NA
141	ADPRH	ENSG00000144843	-1.3070940347136009	1.1329855634602666e-9	ADP-ribosylarginine hydrolase
11653	NA	NA	-1.4084020868404648	1.1329855634602666e-9	NA
12220	NA	NA	-1.9825954608726197	1.1785364257408168e-9	NA
10556	RPP30	ENSG00000148688	-1.6359722576459372	1.2393033613044728e-9	ribonuclease P/MRP subunit p30
9294	S1PR2	ENSG00000267534	1.7668603707210762	1.2394410039710997e-9	sphingosine-1-phosphate receptor 2
8444	DYRK3	ENSG00000143479	1.0871273233824417	1.2596094474474904e-9	dual specificity tyrosine phosphorylation regulated kinase 3
5811	NA	NA	-1.8480579043167376	1.2679472314022176e-9	NA
5751	NA	NA	1.6630165320716257	1.3051911186816525e-9	NA
7585	NA	NA	-1.9638994757030652	1.317281866052804e-9	NA
2518	FUCA1P1	NA	1.029375001351992	1.3384932800961016e-9	alpha-L-fucosidase 1 pseudogene 1
11529	NA	NA	-2.0840688079841088	1.3632611165467818e-9	NA
11912	NA	NA	2.2198851263838466	1.3693381675738657e-9	NA
4489	MT1A	ENSG00000205362	1.0292398439152202	1.3718792866827464e-9	metallothionein 1A
7842	IGKJ	NA	2.048062075328324	1.3840718280789353e-9	immunoglobulin kappa joining cluster
12445	NA	NA	-3.4229139358910436	1.4164431423146648e-9	NA
8089	YEATS4	ENSG00000127337	1.2811941069910806	1.4779242091464184e-9	YEATS domain containing 4
7597	ZBTB25	ENSG00000089775	1.2046759456866782	1.5371907155574624e-9	zinc finger and BTB domain containing 25
15106	NA	NA	5.7146815115265	1.6149795861712344e-9	NA
1888	EBVS1	NA	-1.2272754341270735	1.6972233507187574e-9	Epstein Barr virus integration site 1
11648	NA	NA	-1.1717878680144993	1.7128735146827526e-9	NA
9493	KIF23	ENSG00000137807	-2.328628429727282	1.7161691782706893e-9	kinesin family member 23
8934	RAB29	ENSG00000117280	-1.397616173618805	1.7552372350087262e-9	RAB29, member RAS oncogene family
181	AGRP	ENSG00000159723	2.964188266263927	1.763174272054626e-9	agouti related neuropeptide
4457	NA	NA	1.7922547571534353	1.7814475252462214e-9	NA
6683	SPAST	ENSG00000021574	-1.6252288144473463	1.7964378625266917e-9	spastin
8920	NA	NA	-1.807002481075885	1.7964378625266917e-9	NA
2836	NA	NA	-2.4661381483544815	1.91362374413516e-9	NA
15607	NA	NA	8.277502456352094	2.0353164488451765e-9	NA
1399	CRKL	ENSG00000099942	-1.344275751659175	2.0842253529451535e-9	CRK like proto-oncogene, adaptor protein
539	ATP5PO	ENSG00000241837	3.336535673935789	2.105364675204474e-9	ATP synthase peripheral stalk subunit OSCP
13916	NA	NA	-3.7674328587928483	2.154399710095229e-9	NA
4280	MICE	NA	-1.5903314726196902	2.280997392901424e-9	MHC class I polypeptide-related sequence E (pseudogene)
9944	NA	NA	1.0321459910080613	2.349567156975408e-9	NA
9200	HACD1	ENSG00000165996	1.523766078042206	2.4712294830308044e-9	3-hydroxyacyl-CoA dehydratase 1
11370	NA	NA	3.324646576471865	2.516162379012195e-9	NA
3679	ITGA7	ENSG00000135424	-1.4726684021800105	2.604087771073575e-9	integrin subunit alpha 7
10877	CFHR4	ENSG00000134365	-3.141826789732226	2.696934983619036e-9	complement factor H related 4
11102	RPP14	ENSG00000163684	-1.9484647922976785	2.696934983619036e-9	ribonuclease P/MRP subunit p14
11404	NA	NA	-2.0007586171147356	2.8925796367402905e-9	NA
11292	NA	NA	-1.463695863483239	2.906254335317277e-9	NA
8141	NA	NA	-1.283223004479149	2.925949160159478e-9	NA
10878	CFHR3	ENSG00000116785	-1.3317796349260862	3.17221099183082e-9	complement factor H related 3
5400	NA	NA	1.3712612918383944	3.1777048104211495e-9	NA
2189	FANCG	ENSG00000221829	1.3124199495379751	3.2316565066093734e-9	FA complementation group G
8106	PABPN1	ENSG00000100836	3.0637899136148463	3.3427231124857826e-9	poly(A) binding protein nuclear 1
11393	NA	NA	-1.5805959158979321	3.375492143433644e-9	NA
7133	TNFRSF1B	ENSG00000028137	-1.1396158534977885	3.379062486021518e-9	TNF receptor superfamily member 1B
10491	CRTAP	ENSG00000170275	2.6523679657680472	3.4365887361938324e-9	cartilage associated protein
10234	LRRC17	ENSG00000128606	-1.584092482310927	3.533349782517008e-9	leucine rich repeat containing 17
12166	NA	NA	3.807911179075196	3.619670952622504e-9	NA
9229	DLGAP1	ENSG00000170579	-1.364409285107481	3.741631417719224e-9	DLG associated protein 1
10568	SLC34A2	ENSG00000157765	-2.8902662584772014	3.741631417719224e-9	solute carrier family 34 member 2
13819	NA	NA	-2.661707654612831	3.775461259598468e-9	NA
8638	OASL	ENSG00000135114	-1.329850038836251	3.8615766719739595e-9	2'-5'-oligoadenylate synthetase like
9084	VCY	ENSG00000129864	2.2780131447737872	3.92995870623848e-9	variable charge Y-linked
5782	PTPN12	ENSG00000127947	1.2924397416023023	3.946279621691809e-9	protein tyrosine phosphatase non-receptor type 12
2315	MLANA	ENSG00000120215	1.3789807680835062	3.978171108065861e-9	melan-A
3129	HLA-DRB7	NA	1.9442035586060331	4.00690039991365e-9	major histocompatibility complex, class II, DR beta 7 (pseudogene)
1867	DYX1	NA	2.24446004714822	4.0114849395463414e-9	dyslexia susceptibility 1
7845	PAFAH1B1P1	NA	-1.1476692077141766	4.0114849395463414e-9	platelet activating factor acetylhydrolase 1b regulatory subunit 1 pseudogene 1
5229	PGGT1B	ENSG00000164219	1.6178658196424964	4.0305032680326195e-9	protein geranylgeranyltransferase type I subunit beta
13708	NA	NA	-2.595012005253615	4.097419019263201e-9	NA
7729	NA	NA	-1.9548481319485784	4.2408239176326806e-9	NA
9459	ARHGEF6	ENSG00000129675	-2.9471046262153067	4.4140134466018205e-9	Rac/Cdc42 guanine nucleotide exchange factor 6
11416	NA	NA	-1.744209074208807	4.641271391552545e-9	NA
13399	NA	NA	-2.8500370414042746	4.728192340328097e-9	NA
10313	RTN3	ENSG00000133318	-1.4225859881359124	4.827001484603319e-9	reticulon 3
4166	CHST6	ENSG00000183196	1.2816906473122633	4.834283233707032e-9	carbohydrate sulfotransferase 6
11777	NA	NA	-1.6970982631775162	4.8564735665643325e-9	NA
823	CAPN1	ENSG00000014216	-1.0382650676084522	4.928342069615641e-9	calpain 1
9272	NA	NA	-1.2603649501418552	4.928342069615641e-9	NA
12515	NA	NA	-2.150078854016848	4.942706786343979e-9	NA
6955	TRA	NA	-1.2556026204849342	4.955896881140465e-9	T cell receptor alpha locus
8677	STX10	ENSG00000104915	8.35652868153846	4.967360044678698e-9	syntaxin 10
13721	NA	NA	2.469050563685212	5.0504142252427476e-9	NA
9874	TLK1	ENSG00000198586	-1.0436962628961972	5.116763581237719e-9	tousled like kinase 1
8024	RDPA	NA	2.1474684363836296	5.371769337811899e-9	refsum disease, adult, with increased pipecolicacidemia
12114	NA	NA	5.7550027360832505	5.42356600790109e-9	NA
3431	SP110	ENSG00000135899	1.3808194076090576	5.426200147143015e-9	SP110 nuclear body protein
10940	POP1	ENSG00000104356	-3.7621933358792257	5.5081613783331054e-9	POP1 homolog, ribonuclease P/MRP subunit
6491	STIL	ENSG00000123473	1.5714748734800805	5.580694114712549e-9	STIL centriolar assembly protein
8166	NA	NA	1.9453895019583245	5.586892406521677e-9	NA
9209	LRRFIP2	ENSG00000093167	-1.7363221013714152	5.7353491122185075e-9	LRR binding FLII interacting protein 2
3869	NA	NA	1.089298859992057	5.77128767823974e-9	NA
5606	MAP2K3	ENSG00000034152	-1.0028112651884726	5.7824666620780065e-9	mitogen-activated protein kinase kinase 3
10601	NA	NA	-1.253142370164589	5.799360730350606e-9	NA
6124	RPL4	ENSG00000174444	2.30952528357073	5.843905121423269e-9	ribosomal protein L4
8825	LIN7A	ENSG00000111052	2.7122390498673843	5.922789182513421e-9	lin-7 homolog A, crumbs cell polarity complex component
7836	NA	NA	-1.6594297478998172	5.946978439884802e-9	NA
8620	NPFF	ENSG00000139574	-1.7517188293837136	5.946978439884802e-9	neuropeptide FF-amide peptide precursor
8885	NA	NA	3.804966249833615	6.1695033746529275e-9	NA
1994	ELAVL1	ENSG00000066044	1.0024509400103865	6.256804177004532e-9	ELAV like RNA binding protein 1
2330	FMO5	ENSG00000131781	1.1283819321108444	6.334150973585141e-9	flavin containing dimethylaniline monoxygenase 5
3237	HOXD11	ENSG00000128713	-1.4144889944484573	6.426583530124365e-9	homeobox D11
7839	LEPQTL1	NA	-1.6344892245984657	6.426583530124365e-9	Leptin, serum levels of
8193	DPF1	ENSG00000011332	8.378198438299377	6.567486884985429e-9	double PHD fingers 1
3219	HOXB9	ENSG00000170689	3.270227813074896	6.580623269167794e-9	homeobox B9
4031	NA	NA	-1.0664489296952122	6.58960872327026e-9	NA
786	CACNG1	ENSG00000108878	-1.0296303899806132	6.59011612529674e-9	calcium voltage-gated channel auxiliary subunit gamma 1
1585	CYP11B2	ENSG00000179142	-1.5065131739033801	6.704891562045176e-9	cytochrome P450 family 11 subfamily B member 2
9554	SEC22B	ENSG00000265808	-1.2311369567690353	6.704891562045176e-9	SEC22 homolog B, vesicle trafficking protein
10324	KLHL41	ENSG00000239474	-3.448118471350632	6.704891562045176e-9	kelch like family member 41
5298	PI4KB	ENSG00000143393	-2.4443226966210716	6.781602355153991e-9	phosphatidylinositol 4-kinase beta
9682	KDM4A	ENSG00000066135	-1.0880693463959665	6.843585882609923e-9	lysine demethylase 4A
7543	ZFX	ENSG00000005889	1.7954235285497633	6.850717955038419e-9	zinc finger protein X-linked
13818	NA	NA	-1.9749472482935226	7.028599096481329e-9	NA
12186	NA	NA	-3.1601843340493514	7.357307286230289e-9	NA
697	NA	NA	1.482766636114554	7.447483427829481e-9	NA
13469	NA	NA	3.234715670253187	7.447483427829481e-9	NA
1627	DBN1	ENSG00000113758	1.4390477040559966	7.90175394274908e-9	drebrin 1
4372	NA	NA	-1.3032010367189215	7.976461091894913e-9	NA
10002	NR2E3	ENSG00000278570	1.6461704278222737	8.14967138961997e-9	nuclear receptor subfamily 2 group E member 3
12881	NA	NA	-2.5019821074810755	8.299150515228976e-9	NA
3709	ITPR2	ENSG00000123104	1.043803975694753	8.457728637850185e-9	inositol 1,4,5-trisphosphate receptor type 2
4140	MARK3	ENSG00000075413	2.5143904863484647	8.787421731383353e-9	microtubule affinity regulating kinase 3
11997	NA	NA	-2.4511091250042276	8.83042712077839e-9	NA
9725	TMEM63A	ENSG00000196187	-1.4771758603472207	9.36086331192172e-9	transmembrane protein 63A
862	RUNX1T1	ENSG00000079102	-1.0709546596970547	9.703966347398969e-9	RUNX1 partner transcriptional co-repressor 1
9870	AREL1	ENSG00000119682	-2.1648942824719373	9.922465058789189e-9	apoptosis resistant E3 ubiquitin protein ligase 1
5247	NA	NA	-1.2149145628159146	1.0193641517578953e-8	NA
9825	SPATA2	ENSG00000158480	1.6580943076976564	1.0502873275806465e-8	spermatogenesis associated 2
7652	ZNF99	ENSG00000213973	2.142123198127407	1.1074586457368574e-8	zinc finger protein 99
8991	SELENBP1	ENSG00000143416	2.808887234662558	1.1112670441458652e-8	selenium binding protein 1
9973	CCS	ENSG00000173992	2.4539566915480946	1.1472537120646798e-8	copper chaperone for superoxide dismutase
8905	AP1S2	ENSG00000182287	-1.0605134028406795	1.1802696009558165e-8	adaptor related protein complex 1 subunit sigma 2
14637	NA	NA	3.5405131925391964	1.194173579752059e-8	NA
9345	NA	NA	-1.0517645720464044	1.2296521357216198e-8	NA
8118	NA	NA	-1.251369835903891	1.23011646632022e-8	NA
11232	POLG2	ENSG00000256525	-1.9082346079493178	1.2668911874048281e-8	DNA polymerase gamma 2, accessory subunit
13980	NA	NA	2.1505979806793216	1.2880135353796482e-8	NA
410	ARSA	ENSG00000100299	1.9126015321022314	1.370732042841808e-8	arylsulfatase A
13951	NA	NA	2.9994246631247923	1.4150329009143102e-8	NA
6841	NA	NA	-1.8527708213516136	1.4365036573591663e-8	NA
5812	NA	NA	-1.0134556974865219	1.4697426038698754e-8	NA
1597	NA	NA	1.3755513913910733	1.5283283190215194e-8	NA
9223	MAGI1	ENSG00000151276	1.9320114121170784	1.5283283190215194e-8	membrane associated guanylate kinase, WW and PDZ domain containing 1
3918	LAMC2	ENSG00000058085	2.10271822134178	1.550695224411908e-8	laminin subunit gamma 2
11192	DYX3	NA	1.1365074284198986	1.5938893454070044e-8	dyslexia susceptibility 3
2448	NA	NA	1.5797028042086485	1.606194642948666e-8	NA
10227	MFSD10	ENSG00000109736	2.193602358333862	1.6516711846346982e-8	major facilitator superfamily domain containing 10
1526	CXB3S	NA	1.8137012739143465	1.662596997781086e-8	coxsackie virus B3 sensitivity
9164	NA	NA	2.0396644924118137	1.696856368468424e-8	NA
11571	NA	NA	-2.7843442157917484	1.7023383131348485e-8	NA
10840	ALDH1L1	ENSG00000144908	1.0272407137827118	1.7448749891972494e-8	aldehyde dehydrogenase 1 family member L1
5517	PPP2CBP1	NA	1.1798203991538896	1.766449638500484e-8	protein phosphatase 2 catalytic subunit beta pseudogene 1
8760	CDS2	ENSG00000101290	-1.5574221493727167	1.780742091794866e-8	CDP-diacylglycerol synthase 2
8462	KLF11	ENSG00000172059	3.649152528561184	1.8057737628522707e-8	KLF transcription factor 11
8640	NA	NA	-1.8105088950194455	1.8057737628522707e-8	NA
9558	NA	NA	-1.7048410379204886	1.817025753332007e-8	NA
10997	NA	NA	-1.9491695798081392	1.817025753332007e-8	NA
3761	KCNJ4	ENSG00000168135	-1.6393196845034739	1.86480450054637e-8	potassium inwardly rectifying channel subfamily J member 4
12416	NA	NA	6.497632279898055	1.937303162997258e-8	NA
1589	CYP21A2	ENSG00000231852	4.189883685085795	1.9492791988086493e-8	cytochrome P450 family 21 subfamily A member 2
10013	HDAC6	ENSG00000094631	-1.546592289967795	1.983939485444011e-8	histone deacetylase 6
11920	NA	NA	-2.4287796312807295	1.983939485444011e-8	NA
3518	NA	NA	-1.5883039003721098	1.9976515980754384e-8	NA
4820	NKTR	ENSG00000114857	-1.6865279767212815	2.0353490480701475e-8	natural killer cell triggering receptor
3238	HOXD12	ENSG00000170178	2.3407485081955532	2.0584943529980118e-8	homeobox D12
6821	SUOX	ENSG00000139531	1.6297541297308256	2.0622409452360707e-8	sulfite oxidase
3137	HLA-J	ENSG00000290574	1.9331715740573794	2.075202146086925e-8	major histocompatibility complex, class I, J (pseudogene)
7435	VIS1	NA	3.0772489073475526	2.08010509789386e-8	viral integration site 1
4876	NA	NA	4.619997910019443	2.1524304150806698e-8	NA
869	CBLN1	ENSG00000102924	-1.9299704485419393	2.2436626919634865e-8	cerebellin 1 precursor
10303	NA	NA	1.0294664721940434	2.2814743466621934e-8	NA
7648	NA	NA	-1.169000505799408	2.327283375510221e-8	NA
4220	NA	NA	1.0708133129467856	2.4114290434424517e-8	NA
6788	STK3	ENSG00000104375	-1.1379626767059634	2.4135656312754476e-8	serine/threonine kinase 3
14236	NA	NA	-3.4138429661497582	2.4231232695230606e-8	NA
6743	NA	NA	-1.3736971287512452	2.5069001200919935e-8	NA
956	ENTPD3	ENSG00000168032	3.042273899105383	2.5296315807528682e-8	ectonucleoside triphosphate diphosphohydrolase 3
4800	NFYA	ENSG00000001167	-1.1149080291972575	2.5296315807528682e-8	nuclear transcription factor Y subunit alpha
15693	NA	NA	4.152614463700018	2.5498600870201016e-8	NA
12402	NA	NA	-1.3697965427813537	2.611728403302067e-8	NA
1762	DMWD	ENSG00000185800	1.2587903924420674	2.679140134632734e-8	DM1 locus, WD repeat containing
2211	NA	NA	4.698686956471433	2.6978479352020582e-8	NA
2867	FFAR2	ENSG00000126262	1.2108287390168646	2.7557862299982783e-8	free fatty acid receptor 2
6439	SFTPB	ENSG00000168878	-1.1550194387965698	2.7893586514949573e-8	surfactant protein B
1672	DEFB1	ENSG00000164825	1.1088333756249549	2.8429537668991845e-8	defensin beta 1
4126	MANBA	ENSG00000109323	1.444754124391214	2.8905798946227893e-8	mannosidase beta
1247	NA	NA	1.109996155366141	2.992705405379682e-8	NA
13613	NA	NA	2.6584638415695503	3.088237384811553e-8	NA
7906	NA	NA	2.4523501486566746	3.127043647004009e-8	NA
12512	NA	NA	6.031956198288064	3.215962083823544e-8	NA
6270	NA	NA	-1.1678974813361125	3.305473483606169e-8	NA
3102	NA	NA	1.5183269632872989	3.314914374620512e-8	NA
12456	NA	NA	-1.8751442502644706	3.31689729302543e-8	NA
12841	NA	NA	-2.3285696555731867	3.3420638078963835e-8	NA
10847	SRCAP	ENSG00000080603	-1.544428486715936	3.374096442670945e-8	Snf2 related CREBBP activator protein
9051	PSTPIP1	ENSG00000140368	-2.267004874176678	3.5657050360976056e-8	proline-serine-threonine phosphatase interacting protein 1
11357	NA	NA	-1.2621960493877253	3.679080415025699e-8	NA
8111	GPR68	ENSG00000119714	-1.7781381397081346	3.760299982061882e-8	G protein-coupled receptor 68
6300	MAPK12	ENSG00000188130	-1.0658238418022483	3.783240684879215e-8	mitogen-activated protein kinase 12
11231	SEC63	ENSG00000025796	-2.5297054634202167	3.9327655331961416e-8	SEC63 homolog, protein translocation regulator
2680	NA	NA	1.7088398283350568	3.949073204774218e-8	NA
4264	MHS2	NA	1.170345362432267	3.949073204774218e-8	malignant hyperthermia susceptibility 2
11661	NA	NA	-2.7821597161881986	3.949073204774218e-8	NA
8840	CCN4	ENSG00000104415	-1.279815420428114	3.98952546981424e-8	cellular communication network factor 4
4059	BCAM	ENSG00000187244	1.057373790266515	3.998732607685423e-8	basal cell adhesion molecule (Lutheran blood group)
7807	NA	NA	1.3039501471089978	4.008329395803121e-8	NA
7881	KCNAB1	ENSG00000169282	-1.1881707862241282	4.0906927821116654e-8	potassium voltage-gated channel subfamily A regulatory beta subunit 1
289	ANOP1	NA	3.40415074449255	4.136808234658446e-8	anophthalmos 1 (with mental retardation, without limb anomalies or dental or urogenital abnormalities)
15925	NA	NA	5.047971520121335	4.291994638305702e-8	NA
529	ATP6V1E1	ENSG00000131100	1.2218521669938525	4.339280493165606e-8	ATPase H+ transporting V1 subunit E1
14517	NA	NA	2.6231303577508154	4.348778217380506e-8	NA
1133	CHRM5	ENSG00000184984	-1.4136850168771	4.465847484371266e-8	cholinergic receptor muscarinic 5
12851	NA	NA	4.591844050231725	4.504938210783853e-8	NA
14972	NA	NA	-5.098210335026181	4.579767806696863e-8	NA
9331	B4GALT6	ENSG00000118276	3.83223032482239	4.579838407896914e-8	beta-1,4-galactosyltransferase 6
8534	CHST1	ENSG00000175264	3.2614804759234777	4.676573468175642e-8	carbohydrate sulfotransferase 1
8289	ARID1A	ENSG00000117713	2.3702790897694497	4.710303249110963e-8	AT-rich interaction domain 1A
9424	KCNK6	ENSG00000099337	2.12147601376561	4.8241813727761814e-8	potassium two pore domain channel subfamily K member 6
9563	H6PD	ENSG00000049239	1.0788873789552464	4.844174593069486e-8	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
12441	NA	NA	1.731667449519739	4.844174593069486e-8	NA
8844	KSR1	ENSG00000141068	-1.9433940362547961	4.859151881661288e-8	kinase suppressor of ras 1
10296	MAEA	ENSG00000090316	-2.065468278591659	4.919988541278018e-8	macrophage erythroblast attacher, E3 ubiquitin ligase
11580	NA	NA	-1.333757257576113	4.9322899084025015e-8	NA
3737	KCNA2	ENSG00000177301	1.5465955633681954	4.933132172582479e-8	potassium voltage-gated channel subfamily A member 2
