"","H_0_1","H_0_2","H_40_1","H_40_2","He_0_1","He_0_2","He_40_1","He_40_2"
"ENSG00000101150",4726,4360,6184,6260,4313,3551,8548,8713
"ENSG00000063322",1581,1461,1376,1446,879,695,464,455
"ENSG00000114391",7155,6362,6605,6527,6217,3800,8364,9064
"ENSG00000177731",4673,4447,7714,8219,2771,2449,7343,7699
"ENSG00000057608",4207,4181,3884,4109,11041,11175,6337,6372
"ENSG00000051108",437,418,5109,5079,1718,1227,12604,13061
"ENSG00000172809",5489,4669,5244,6066,13134,11390,7454,7452
"ENSG00000109475",3415,3025,3974,4138,11181,7723,10268,11265
"ENSG00000140941",1430,1428,6782,7228,2233,1744,11956,12128
"ENSG00000101439",12510,12036,9972,9787,6823,3614,5893,7303
"ENSG00000172893",2581,2309,990,1079,1111,810,5139,5200
"ENSG00000136240",5892,5698,5326,5588,6957,5587,3869,3959
"ENSG00000135862",4531,4952,2161,2272,7238,9951,5054,4812
"ENSG00000136628",4352,4333,4522,4753,4204,5458,3316,3020
"ENSG00000168488",4486,4584,4572,4895,2232,2221,7453,7306
"ENSG00000123983",2774,2705,1938,2027,5532,7348,11556,11153
"ENSG00000143870",1722,1588,1427,1495,10451,10791,9027,8415
"ENSG00000152795",4832,4307,5195,5323,10028,10601,8865,8791
"ENSG00000196141",6730,7122,6472,6787,6360,7029,8149,8138
"ENSG00000131016",1068,1117,1401,1559,2179,3277,11944,10574
"ENSG00000143621",9536,9245,10751,11137,6436,5803,5910,6125
"ENSG00000166508",14575,13387,13607,14457,4200,2633,4654,4741
"ENSG00000175061",4002,3436,5543,5462,2013,1196,4903,4764
"ENSG00000139289",3832,3598,2298,2407,2988,2337,13393,12478
"ENSG00000170606",5486,5817,4314,4448,6309,7245,4915,4820
"ENSG00000183696",1236,1198,7310,7164,69,52,1251,1323
"ENSG00000089154",7577,7292,4789,4871,3558,3600,4383,4157
"ENSG00000204463",3462,3208,3943,4250,2850,2158,10685,11308
"ENSG00000124207",7429,8371,2999,3377,10353,12485,4487,4390
"ENSG00000086598",6030,5814,8812,9680,6240,7079,4646,4444
"ENSG00000106682",7443,6390,5368,5523,3456,3064,5845,5334
"ENSG00000184007",4086,4096,3265,3537,3854,4297,3025,3171
"ENSG00000171858",4746,3665,4300,4258,6498,4181,9618,10429
"ENSG00000083312",4196,4281,3305,3632,2620,3972,3793,3331
"ENSG00000143612",7791,6966,9596,10044,2209,1581,3162,3295
"ENSG00000104687",11294,11081,5050,5235,5177,4696,7881,8020
"ENSG00000163682",6408,5706,6299,5924,5142,3167,8726,10267
"ENSG00000137575",8698,8267,16537,17088,1163,1089,3894,3795
"ENSG00000100201",3639,3626,2304,2512,7720,9938,2674,2547
"ENSG00000188229",14081,13354,8744,9287,6741,3905,5660,5993
"ENSG00000123384",3580,3531,822,827,4681,6149,1016,902
"ENSG00000119318",5977,5691,3931,4395,6661,7761,7399,6929
"ENSG00000116560",7765,7790,4997,5051,9706,9838,6871,7076
"ENSG00000099875",1685,1351,3095,3258,488,362,5933,6447
"ENSG00000177189",3464,3780,2377,2409,13740,21124,5611,5290
"ENSG00000126777",4412,4761,4793,5272,4786,7462,3538,3454
"ENSG00000125107",2802,3167,1541,1675,6217,10832,4857,4147
"ENSG00000106153",6669,5964,5187,4973,3239,1754,7443,7881
"ENSG00000067167",5435,5676,10628,11197,5545,7380,7842,7514
"ENSG00000106927",88,98,36,51,13067,7587,15228,16141
"ENSG00000134684",3059,2989,4317,4624,2608,2033,6480,6708
"ENSG00000213585",7513,7135,5248,5348,7477,7732,4326,4159
"ENSG00000142949",2278,2261,1377,1344,2569,2714,3127,2985
"ENSG00000157106",2009,2220,2092,2127,3405,7462,5212,4440
"ENSG00000237550",2317,2096,2566,2595,5824,3453,10901,10359
"ENSG00000170759",3402,3521,2299,2511,4845,9676,6365,5489
"ENSG00000165678",4234,3899,3627,3666,5458,5212,5605,5217
"ENSG00000062485",7589,7701,5736,6262,8483,7483,4517,4562
"ENSG00000101367",5893,6186,5674,5790,6113,5902,10378,9984
"ENSG00000134440",4775,4787,3729,3932,4573,4938,2140,2301
"ENSG00000072778",5274,4499,6627,6833,2632,1580,4743,4847
"ENSG00000115091",7833,7965,4799,5119,5223,5190,5778,5552
"ENSG00000082641",3571,3201,2734,2791,2487,2317,3094,2874
"ENSG00000135387",6810,7565,4278,4874,6370,8878,4293,4122
"ENSG00000147257",0,0,0,0,23968,18438,8162,8028
"ENSG00000084623",3739,3639,3159,3405,4071,2694,5968,6132
"ENSG00000185896",2869,2778,2048,2230,5865,4806,5642,5566
"ENSG00000168615",9687,9854,4095,4226,3672,5156,3125,2808
"ENSG00000038382",2849,2857,2585,2740,968,1682,3079,2648
"ENSG00000065150",1949,2067,1375,1411,8649,9711,6332,6121
"ENSG00000106052",3643,3772,5715,5961,3224,4093,4668,4515
"ENSG00000170027",7614,7425,6653,7103,4073,4711,3956,3729
"ENSG00000092820",8477,7866,8397,8736,2997,3035,7392,7441
"ENSG00000168036",6972,6901,3895,4024,6045,6245,4229,4019
"ENSG00000006125",2441,2550,1862,2051,2922,3366,3544,3449
"ENSG00000163814",41,46,35,29,6,10,77,81
"ENSG00000101224",7629,7282,5805,5979,1183,814,654,660
"ENSG00000185787",3456,3172,3046,3027,6511,6433,6149,6033
"ENSG00000187735",4480,4412,6456,6933,2022,2655,4387,4381
"ENSG00000088832",8239,8049,6015,6344,6814,4893,3613,3781
"ENSG00000175793",3709,3218,5934,6168,621,309,23307,25582
"ENSG00000149806",4297,3603,4271,4222,5022,3509,5166,5213
"ENSG00000090863",4040,4006,3145,3270,6727,7774,4292,3992
"ENSG00000120742",3250,2927,8224,8123,2892,2602,5181,5083
"ENSG00000052802",1463,1413,933,990,4069,3513,8075,7942
"ENSG00000166226",8413,7956,5579,5544,4969,4715,6695,6354
"ENSG00000113407",2775,2892,3636,3892,3304,3426,9515,9237
"ENSG00000092148",1720,1872,1469,1563,7201,11909,8203,7206
"ENSG00000158195",1986,1869,2168,2324,1035,1220,3209,3141
"ENSG00000170385",1400,1331,6799,6813,1969,2287,22242,21820
"ENSG00000184432",4235,4039,4418,4833,5676,6413,4029,3734
"ENSG00000002834",7308,6437,4114,4223,4957,4863,5449,5517
"ENSG00000180398",3721,3656,3251,3519,6299,6674,4660,4676
"ENSG00000096433",4460,4385,2788,2983,1595,1980,4632,4169
"ENSG00000082153",4460,4439,3760,3714,5249,5177,8265,7741
"ENSG00000234741",1841,1595,3059,3182,2275,1689,2579,2802
"ENSG00000153113",3774,3930,4011,4251,2537,2903,2786,2880
"ENSG00000105281",9454,8620,7998,8064,1019,492,6096,6019
"ENSG00000204256",2692,2638,3001,3019,2937,3648,14453,14197
"ENSG00000182481",6367,6577,2990,3387,8946,7681,8406,8384
"ENSG00000108561",9428,8626,3418,3445,8658,7421,4142,4425
"ENSG00000110492",15933,13869,15256,15916,4012,2374,3493,3698
"ENSG00000183255",4441,4332,5720,5580,3376,2991,3938,3871
"ENSG00000170275",7826,7528,4424,4573,2416,1972,1330,1489
"ENSG00000198561",8064,7875,6550,6688,4796,6439,2576,2439
"ENSG00000167986",4689,4512,3222,3462,5271,4926,5098,4660
"ENSG00000122705",9937,9337,9205,9307,3082,2555,2997,2993
"ENSG00000112081",6210,6013,5922,6089,8896,7560,7913,7947
"ENSG00000168066",6410,6105,5799,6245,3656,3189,7974,8469
"ENSG00000062716",5044,4996,9964,10324,4344,4112,3796,3682
"ENSG00000215021",5531,5119,4078,4211,4935,3450,3886,4171
"ENSG00000159140",3154,3487,2325,2437,5859,8705,4061,3577
"ENSG00000131747",3695,4012,1830,2128,10780,16610,1444,1236
"ENSG00000187555",4806,4990,2541,2661,8681,11714,8458,8018
"ENSG00000167106",15133,13892,10121,10309,648,437,2196,2266
"ENSG00000008294",3253,3441,7716,8104,1758,2816,4638,4173
"ENSG00000185825",10225,9155,8614,8495,1708,929,2287,2534
"ENSG00000061676",2940,3145,1971,2167,3810,5920,5345,4523
"ENSG00000105438",5911,5591,5828,6043,3789,2469,7562,8301
"ENSG00000030582",5246,5305,4366,4483,2281,996,2028,2145
"ENSG00000112972",846,836,848,878,3547,4807,6668,6214
"ENSG00000138674",2733,2993,4038,4539,8306,9882,5213,5005
"ENSG00000109332",3779,3784,5271,5446,4488,5414,6825,6341
"ENSG00000074695",2582,2558,3351,3473,5058,7396,4785,4493
"ENSG00000120889",1827,1701,3793,3966,2619,2365,7043,7206
"ENSG00000198355",1429,1251,4906,5138,561,275,11144,12152
"ENSG00000115758",1966,1807,1178,1231,8481,8337,9785,9749
"ENSG00000117394",3674,3731,5696,5854,5464,3440,7015,7255
"ENSG00000198911",1891,1780,1797,1807,1738,1492,10014,10181
"ENSG00000089220",7293,6534,4176,4350,11836,8511,6138,6521
"ENSG00000167642",56,60,63,73,2,2,6,15
"ENSG00000185033",2328,2348,1067,1147,145,123,735,725
"ENSG00000108106",6874,6094,6108,6301,391,134,1829,1819
"ENSG00000198242",6671,5179,5578,4836,3844,3934,8198,8137
"ENSG00000198417",0,0,0,0,919,570,29106,37578
"ENSG00000091527",5556,5677,7382,7327,2947,3482,7381,7365
"ENSG00000181222",3791,4042,3632,3793,2685,3463,4401,4374
"ENSG00000248527",9768,14106,7487,9152,4383,3988,3864,5436
"ENSG00000178035",4298,3950,3790,4027,4993,3460,4103,4389
"ENSG00000136938",5469,5314,6172,6200,6746,6465,6162,6158
"ENSG00000162772",197,185,13498,14206,93,59,11755,11497
"ENSG00000124422",7033,6897,4798,4940,2395,3353,3844,3747
"ENSG00000101558",5350,5466,5331,5921,5089,4663,5543,5820
"ENSG00000120738",2368,2469,345,361,222,219,28077,27735
"ENSG00000100219",2698,2583,5459,5447,5854,4933,12740,12505
"ENSG00000181789",3100,3251,4976,5299,3576,2749,6140,6320
"ENSG00000172115",5860,4929,3750,3854,2950,2452,3008,2882
"ENSG00000178952",5467,4952,2950,2915,4450,2580,4705,4853
"ENSG00000117984",6461,5176,5411,5300,270,105,2238,2461
"ENSG00000085733",9345,8192,5317,5427,2619,2707,1998,2110
"ENSG00000091409",5310,5607,2249,2334,2667,4149,3719,3433
"ENSG00000110917",9430,8831,4461,4734,3690,3906,2012,1894
"ENSG00000086232",3312,3463,3618,3987,6271,6530,2783,2507
"ENSG00000162434",2519,2486,3506,3803,2355,2976,2945,2907
"ENSG00000057019",6110,6185,7769,8450,2448,3566,5727,5475
"ENSG00000001084",3468,3404,3862,4020,2527,2812,14022,12880
"ENSG00000204389",3055,2390,6776,6686,1549,1204,9606,9812
"ENSG00000130741",3081,3242,2110,2349,5339,5636,3367,3203
"ENSG00000116717",793,718,5614,5374,995,834,16277,16270
"ENSG00000164754",6959,7235,6739,6997,3600,4653,3788,3518
"ENSG00000107372",8076,8402,8163,8515,2217,2385,7342,7421
"ENSG00000120705",3253,3251,2249,2172,4901,5254,5681,5407
"ENSG00000114850",2825,2930,5312,5562,5540,5368,6012,6160
"ENSG00000130758",471,389,568,584,43,21,167,185
"ENSG00000175390",2493,2355,2789,2805,3279,2187,4298,4831
"ENSG00000182199",4542,3769,6343,6789,2345,1490,5439,5885
"ENSG00000067057",6121,5642,4231,4279,126,126,822,810
"ENSG00000172216",1984,1735,7535,7720,433,283,10369,10843
"ENSG00000065000",4136,3989,4014,4061,3620,3665,4099,4147
"ENSG00000142230",6242,5796,5513,5816,4545,3475,5945,6045
"ENSG00000169813",5861,5104,3600,3824,4954,4483,7893,7466
"ENSG00000091136",8055,8092,2424,2627,5382,6357,3198,2943
"ENSG00000198918",7336,7003,8679,8922,3034,1901,5946,6038
"ENSG00000100353",3742,3818,4435,4293,4257,3558,5810,6063
"ENSG00000153827",3245,3276,2117,2143,4453,6254,5719,5484
"ENSG00000124783",2776,2676,3639,3752,8481,9869,6370,5584
"ENSG00000158710",10723,9474,10678,10015,303,222,2612,2631
"ENSG00000166340",1578,1871,1289,1458,2858,3427,876,845
"ENSG00000136830",9767,8516,5026,5087,610,381,3569,3568
"ENSG00000084754",4731,4577,3107,3241,6552,5812,4363,4541
"ENSG00000129083",3144,3377,4471,4967,3326,3757,5327,4848
"ENSG00000120063",3456,3595,7207,7593,1500,2380,12350,10998
"ENSG00000150938",1469,1535,1136,1254,3018,4065,2767,2578
"ENSG00000076108",3378,3157,2427,2585,1256,1728,3434,3291
"ENSG00000085662",15542,14370,10266,10470,1375,939,3402,3500
"ENSG00000110713",3828,4165,2536,2676,2414,3448,3886,3823
"ENSG00000139641",2922,2609,2574,2597,1351,994,1012,1032
"ENSG00000128050",4992,5084,1807,1854,9344,9757,2967,2926
"ENSG00000113161",1340,1320,927,972,3381,4430,7755,7061
"ENSG00000127948",4623,4191,6500,6626,1831,1360,8016,8378
"ENSG00000117523",4272,4738,3557,3972,3840,8167,3755,3572
"ENSG00000171867",3466,3255,3294,3434,3946,4345,6211,5935
"ENSG00000184840",2218,1848,3222,3334,1755,885,4295,4437
"ENSG00000144674",2446,2666,3758,4067,2463,5944,2430,2104
"ENSG00000169504",1793,1921,2602,2774,3548,4731,2292,2322
"ENSG00000127483",3137,3167,2795,2866,3745,4996,2994,2853
"ENSG00000031698",1962,1888,4422,4716,2374,2003,6156,6069
"ENSG00000118816",2423,2647,2712,2785,4200,3937,3224,3162
"ENSG00000177697",5956,5177,5851,5946,653,404,2038,1968
"ENSG00000182944",6496,5764,5023,5229,5005,5103,6823,6988
"ENSG00000148672",3572,3635,3418,3536,11404,10885,3876,3773
"ENSG00000161013",8254,7564,4103,3950,1757,1106,1977,2149
"ENSG00000013588",1715,1724,5312,5508,19,9,2962,2982
"ENSG00000116044",2135,2251,3510,3709,7713,8356,8498,8267
"ENSG00000137331",1759,1617,1517,1476,1812,1294,15527,16898
"ENSG00000063244",9052,7782,5065,5206,2156,1657,4094,4236
"ENSG00000111885",845,764,673,698,9806,13082,8477,7631
"ENSG00000149187",2970,2901,2180,2215,2299,2452,2702,2737
"ENSG00000146648",3532,3600,3384,3726,409,539,877,835
"ENSG00000135069",2310,2165,2927,3159,7481,6357,3677,3521
"ENSG00000100292",4384,3642,8017,7784,548,259,15141,16364
"ENSG00000146701",6640,6848,5301,5218,3554,2675,2660,2867
"ENSG00000092201",3947,3972,2393,2465,9648,11966,2259,2042
"ENSG00000126432",2024,1660,2066,2181,706,346,1116,1136
"ENSG00000173726",5207,5003,4068,4413,7135,6687,5024,4827
"ENSG00000090621",5884,5636,4081,4170,3342,2985,4404,4268
"ENSG00000023191",4180,3758,4378,4332,687,421,3506,3685
"ENSG00000170540",4508,4912,4775,5047,7285,6325,4213,4324
"ENSG00000103512",3688,3627,1573,1571,5296,4688,1929,1819
"ENSG00000125970",6494,5178,5978,5859,3326,2172,6975,7669
"ENSG00000099341",5065,4996,4113,4208,2828,2028,3149,3520
"ENSG00000072110",4641,4466,3458,3465,4230,3491,3832,3501
"ENSG00000068878",2675,2862,2713,2780,4118,6504,8148,7226
"ENSG00000141753",5252,4518,2347,2362,484,238,710,747
"ENSG00000089280",7896,6105,3674,3636,9862,9895,6215,5886
"ENSG00000120129",748,657,4175,4320,284,189,17255,17638
"ENSG00000105323",7927,7508,4698,5036,3517,3564,5477,5211
"ENSG00000166949",3193,3303,2917,3189,816,861,1434,1330
"ENSG00000112473",2226,1898,3898,4075,5008,3467,4953,5162
"ENSG00000182670",2210,2375,1644,1714,5513,8696,2001,1880
"ENSG00000176619",5577,4963,2174,2315,2225,1797,3765,3854
"ENSG00000172354",10352,9221,8374,8420,1068,549,3074,3277
"ENSG00000103018",4732,4678,2596,2655,8672,8962,2102,2097
"ENSG00000101444",5711,5219,2656,2684,3894,2625,5075,5171
"ENSG00000023734",5330,5136,3685,3635,4011,4045,3544,3415
"ENSG00000149100",4922,5201,5256,5615,5361,4100,3581,3619
"ENSG00000023909",10301,10143,6592,6727,1085,1393,7327,7502
"ENSG00000240342",2649,2432,2861,2983,2366,1305,4798,5478
"ENSG00000103222",5196,5142,2898,2918,2072,1770,6467,6182
"ENSG00000068366",1636,1605,1030,1172,8938,13107,3077,2849
"ENSG00000135506",2581,2262,3430,3552,3603,3093,3096,3114
"ENSG00000130175",4255,3692,2467,2479,2700,1631,3485,3845
"ENSG00000138069",3583,3476,4609,5010,5766,5593,5898,5402
"ENSG00000176153",11076,10150,4372,4500,9528,6158,4574,5160
"ENSG00000159335",5829,5338,7015,6635,392,266,1152,1184
"ENSG00000101182",5411,4869,4369,4209,3797,2129,5739,5410
"ENSG00000189056",4,3,12,25,15808,25868,3472,3045
"ENSG00000198848",13320,12521,6576,6898,4594,3057,4105,4410
"ENSG00000065427",3344,3359,2473,2550,5822,4573,5276,5426
"ENSG00000064601",6772,6318,3738,3795,4253,2894,2455,2621
"ENSG00000128989",5624,5808,4241,4429,4829,6008,2630,2603
"ENSG00000060138",0,0,0,0,3314,2989,4954,5517
"ENSG00000164251",2854,2810,1385,1467,1102,952,8007,7810
"ENSG00000138668",5155,4356,3245,3210,10245,9540,3036,2953
"ENSG00000172037",816,750,977,947,3204,2533,1206,1269
"ENSG00000147649",6582,6181,7007,7179,3124,4252,4945,4530
"ENSG00000133706",2179,2268,2555,2643,2895,3340,2016,1881
"ENSG00000143878",1534,1389,4639,4790,7160,4707,9685,10159
"ENSG00000113739",956,884,1780,1834,1177,1111,1754,1577
"ENSG00000123143",1700,1438,2662,2603,1191,615,1857,1986
"ENSG00000135018",4957,4781,4349,4631,2966,3599,5236,5056
"ENSG00000125944",4208,3996,3239,3518,6946,8733,4696,4604
"ENSG00000205937",5069,4776,4979,5370,3245,2506,6289,6652
"ENSG00000124795",3498,3561,2885,2831,8435,12056,5050,4800
"ENSG00000122565",6036,5699,4668,4696,5845,5155,2313,2228
"ENSG00000132824",3110,3277,3387,3749,3534,4131,3376,3281
"ENSG00000189091",5730,5951,2718,2877,7431,6442,5713,5390
"ENSG00000135047",10207,8956,6374,6817,955,745,3721,3885
"ENSG00000111897",1480,1398,2451,2665,2787,3107,6269,5817
"ENSG00000102265",5033,4806,4012,4174,1227,640,3890,4137
"ENSG00000163513",4256,4264,2493,2669,5206,7216,6515,6019
"ENSG00000196365",3107,2954,4306,4708,1774,1143,3750,3869
"ENSG00000126261",4265,4567,3767,3847,3652,4238,3862,3835
"ENSG00000157020",2857,2561,3545,3600,2667,1751,4245,4513
"ENSG00000163466",4336,4529,3493,3635,7007,6610,3462,3652
"ENSG00000101361",8079,8091,2982,3166,10223,7378,4134,4196
"ENSG00000171431",10160,10089,21389,22286,5,8,5,18
"ENSG00000126457",5639,5733,4991,5151,3342,1917,5805,5895
"ENSG00000100813",2992,2724,1958,2092,4031,5133,9742,9324
"ENSG00000196498",6433,5855,4834,5111,889,1030,2082,2002
"ENSG00000136193",264,245,71,68,2611,3306,2177,2097
"ENSG00000196139",8087,7508,6216,6581,5678,4325,6631,6903
"ENSG00000115216",4128,3890,5134,5349,2603,2000,8352,8540
"ENSG00000176407",1434,1388,2483,2461,1663,1708,6540,6223
"ENSG00000140740",3335,3486,2733,2955,8584,7412,4090,4280
"ENSG00000138448",3911,3830,3030,3301,2137,3749,1583,1594
"ENSG00000198900",2520,2582,2183,2292,4270,5973,6932,6470
"ENSG00000189403",4080,3900,2962,3008,7922,6497,3350,3234
"ENSG00000162337",7289,6979,2682,2797,2311,2173,1386,1282
"ENSG00000163479",5376,5307,12617,12897,1309,765,3787,4038
"ENSG00000006652",5194,5157,11668,11760,1108,999,5737,5708
"ENSG00000129250",6353,5369,3683,3974,3044,2211,2209,2187
"ENSG00000167615",4348,4013,5004,5022,908,840,1844,1766
"ENSG00000014641",2458,2255,1846,1783,3265,2671,1685,1875
"ENSG00000110880",7223,7503,3695,3849,5372,5478,2791,2778
"ENSG00000161203",5558,5226,4023,4244,3342,2677,2503,2550
"ENSG00000104823",2174,2006,2235,2412,1161,755,733,690
"ENSG00000130255",4281,2917,3209,3266,1809,835,5610,6439
"ENSG00000172534",5633,5661,3186,3477,1910,1768,4064,4267
"ENSG00000114416",2832,2695,3399,3576,3408,4499,4196,4143
"ENSG00000124486",5329,5270,3889,4262,2241,3550,3460,2861
"ENSG00000170248",3960,4349,3998,4344,2396,2853,2446,2364
"ENSG00000104549",1951,1860,1329,1517,5356,5496,3675,3800
"ENSG00000010256",3465,3326,2420,2496,2804,1410,3702,3905
"ENSG00000100906",756,718,8233,8442,3071,2585,11243,12172
"ENSG00000143569",9206,8939,6367,6464,3608,4443,1731,1738
"ENSG00000071626",4498,4196,4083,4379,3305,2860,4046,4285
"ENSG00000108582",2839,2894,1445,1541,2676,4814,1693,1520
"ENSG00000166012",1903,2041,4339,4706,3771,4108,5498,5591
"ENSG00000160691",5727,5070,5579,5971,1066,939,2295,2187
"ENSG00000042493",6349,5343,5536,5475,134,99,313,337
"ENSG00000078808",3575,3420,3001,2985,3421,2328,4445,4885
"ENSG00000130396",1298,1297,1794,1839,3870,6554,4303,3908
"ENSG00000143418",8589,8534,5386,5759,2019,2293,2273,2343
"ENSG00000104824",3884,3138,3480,3412,1792,1623,3757,3465
"ENSG00000063245",5014,4440,4028,4016,867,596,2785,3067
"ENSG00000110092",6512,6462,2652,2737,5736,6069,1982,2134
"ENSG00000089693",5986,5436,5106,5122,788,514,1815,1830
"ENSG00000164379",3233,2700,1759,1641,2802,2425,16387,17235
"ENSG00000179010",4962,4225,4141,4314,6200,4470,4950,4802
"ENSG00000108679",9873,9494,3666,3688,6318,3578,4364,4541
"ENSG00000005893",5515,5645,4689,4891,3502,4767,2482,2341
"ENSG00000082781",5875,5190,2882,3061,1870,1432,2623,2636
"ENSG00000277443",4371,3832,7984,7950,2473,2417,5371,5479
"ENSG00000131143",4021,3641,3719,3650,5407,3011,4399,5365
"ENSG00000179820",2765,2749,4720,5093,1323,1026,2804,3015
"ENSG00000132305",2288,2519,2185,2353,4450,4987,2955,2785
"ENSG00000100941",2566,2458,1540,1708,9572,13355,5244,4822
"ENSG00000196504",2199,2352,2015,2135,6104,9022,5130,4639
"ENSG00000189159",12099,10916,6329,6426,1854,1179,1777,1953
"ENSG00000101608",4544,4642,4526,4771,2900,2473,2654,2501
"ENSG00000164713",8809,7591,9054,9506,767,452,1959,2104
"ENSG00000166197",3788,3656,2051,2030,5593,6902,4339,4318
"ENSG00000114353",6592,6042,6832,7048,1928,1542,1554,1579
"ENSG00000204386",2001,1814,2078,2375,4316,2571,7509,7604
"ENSG00000159377",8103,7824,6363,6551,2701,1579,3135,3270
"ENSG00000088247",5371,4823,3888,3920,3450,2904,5097,5480
"ENSG00000155096",3562,3406,4870,5020,1752,2160,3604,3310
"ENSG00000121774",4405,4110,3454,3476,5378,5084,5450,5260
"ENSG00000186298",5142,5280,3670,4061,7153,6663,3695,3671
"ENSG00000078618",2130,2289,1555,1584,2899,3013,1397,1350
"ENSG00000102225",4613,4443,4935,5058,1725,1235,2550,2686
"ENSG00000111229",5782,6099,5687,5795,4466,3117,2458,2739
