"","H_0_1","H_0_2","H_40_1","H_40_2","He_0_1","He_0_2","He_40_1","He_40_2"
"ENSG00000150459",810,704,819,947,1775,1491,2371,2368
"ENSG00000001497",3677,3400,2079,2272,936,807,785,877
"ENSG00000141644",1424,1381,2513,2647,871,777,1755,1763
"ENSG00000242247",705,651,2392,2522,955,1016,1485,1585
"ENSG00000086289",2990,2727,1650,1676,1515,1476,928,898
"ENSG00000101940",2186,2034,2810,2900,340,183,769,871
"ENSG00000105186",1248,1300,1201,1453,788,794,794,819
"ENSG00000082805",748,762,721,823,556,1047,619,528
"ENSG00000182180",1743,1509,999,1122,1285,956,944,1055
"ENSG00000140983",2193,2039,2020,2049,727,417,1495,1648
"ENSG00000084112",2172,2218,1472,1505,431,566,326,299
"ENSG00000170017",2348,2271,1469,1638,1271,1770,542,455
"ENSG00000148110",2569,2584,1552,1684,1696,1720,711,730
"ENSG00000103326",2891,2499,2047,2005,293,191,2877,3093
"ENSG00000184634",1884,2050,1394,1343,746,816,923,853
"ENSG00000117143",521,530,1421,1440,1657,1686,2494,2216
"ENSG00000119801",611,550,2244,2334,634,545,1711,1726
"ENSG00000121749",897,907,3363,3669,388,452,942,878
"ENSG00000183258",1057,964,1093,1014,1252,856,1357,1360
"ENSG00000148229",2393,2253,1987,2061,1683,1379,1115,1072
"ENSG00000169241",1410,1230,2891,3341,502,308,264,245
"ENSG00000105397",1417,1302,1121,1116,718,449,984,1010
"ENSG00000180357",848,744,672,662,626,905,1005,1008
"ENSG00000169375",856,873,1374,1428,1893,2277,1744,1734
"ENSG00000063978",1761,1759,2031,2189,1427,1287,1801,1786
"ENSG00000163956",1448,1318,976,1151,2181,1372,1244,1230
"ENSG00000133243",1722,1668,1255,1365,624,392,842,890
"ENSG00000184545",125,88,1455,1359,66,86,7514,8290
"ENSG00000049618",758,820,654,656,1447,1818,1895,1836
"ENSG00000066654",1109,1124,981,1105,2066,2852,1344,1209
"ENSG00000102893",957,988,685,712,3059,3555,851,831
"ENSG00000071794",882,914,318,304,442,795,106,95
"ENSG00000104133",677,628,616,683,662,1013,294,286
"ENSG00000170832",857,827,909,865,803,1368,1579,1439
"ENSG00000109736",1470,1431,1276,1295,157,76,1285,1423
"ENSG00000119927",285,300,81,83,3666,5438,633,563
"ENSG00000105669",979,943,1525,1490,673,292,2113,2262
"ENSG00000100519",1684,1580,1353,1386,1783,1754,2316,2383
"ENSG00000172046",1314,1156,1446,1306,705,655,916,896
"ENSG00000079739",1141,1103,1137,1108,1322,1036,472,448
"ENSG00000076706",27,29,18,15,642,558,511,622
"ENSG00000204138",838,981,1011,961,1460,1876,2370,2243
"ENSG00000134375",1620,1318,1726,1781,1409,1007,1567,1633
"ENSG00000131871",635,557,2518,2630,701,523,1983,2066
"ENSG00000137166",1272,1194,995,1002,1277,884,2324,2443
"ENSG00000186635",1464,1345,1072,1041,1075,639,941,871
"ENSG00000013374",1505,1472,2066,2137,805,1113,666,740
"ENSG00000115825",1092,1066,603,643,793,1159,680,585
"ENSG00000103485",2188,2075,844,910,3494,2531,2131,2362
"ENSG00000105778",1755,1706,1694,1780,1057,1376,953,1024
"ENSG00000006459",105,112,427,483,828,1272,4664,4275
"ENSG00000125875",1096,1007,1033,1124,1261,1344,1118,1177
"ENSG00000108840",401,378,1195,1245,652,427,2913,3034
"ENSG00000143776",2293,2371,958,1085,459,911,426,402
"ENSG00000078246",878,918,3969,4208,527,667,1184,1131
"ENSG00000072864",975,982,1070,1113,949,1014,2613,2650
"ENSG00000176171",1325,1263,1717,1713,1573,1406,1918,2006
"ENSG00000103202",1781,1488,624,637,1357,977,791,848
"ENSG00000132485",997,1006,858,930,1988,2498,508,471
"ENSG00000141101",1377,1139,1152,1217,1860,1373,3674,3637
"ENSG00000094804",1357,1391,2737,2958,2548,2488,2101,1928
"ENSG00000076864",3465,2984,2073,2101,381,247,743,640
"ENSG00000124920",4726,4287,2407,2515,809,791,1023,938
"ENSG00000058272",1305,1407,1146,1248,858,1845,1233,1111
"ENSG00000065308",1425,1504,948,896,2723,2927,886,888
"ENSG00000125534",724,539,786,736,79,36,724,876
"ENSG00000178464",1633,1362,2013,2098,289,108,1415,1591
"ENSG00000066697",1211,1260,1678,1797,581,466,2750,2599
"ENSG00000140497",1222,1138,1072,1222,779,479,2188,2340
"ENSG00000105576",1594,1425,718,738,988,1094,1511,1388
"ENSG00000048991",745,849,519,585,1530,2385,1015,1026
"ENSG00000159166",2827,2357,924,942,1373,882,4041,4173
"ENSG00000145386",1527,1619,775,862,4001,4747,770,769
"ENSG00000102753",571,661,448,485,2586,3651,1925,1786
"ENSG00000182979",1140,1109,957,1017,1498,1252,1686,1749
"ENSG00000114993",819,816,892,1007,1403,723,2103,2170
"ENSG00000142207",1282,1242,484,497,859,1072,1034,990
"ENSG00000160410",1751,1684,1716,1608,278,139,1073,1111
"ENSG00000182378",981,1036,469,440,2336,1566,1539,1485
"ENSG00000129003",558,638,410,492,954,1742,249,215
"ENSG00000164548",1153,1115,1074,1089,1571,1718,1118,1162
"ENSG00000136738",758,793,1008,1019,1003,1266,2456,2393
"ENSG00000102081",1538,1411,1934,1983,1213,1888,680,628
"ENSG00000144659",1330,1161,1729,1591,762,592,1952,2120
"ENSG00000132424",895,980,934,945,1674,2489,805,718
"ENSG00000173418",2733,2620,2223,2214,877,793,1182,1202
"ENSG00000126226",502,450,556,525,1231,1121,3393,3285
"ENSG00000153179",2318,2220,1323,1378,585,635,503,471
"ENSG00000147459",1044,988,574,629,1118,1683,769,695
"ENSG00000161533",1457,1396,1322,1355,1923,2271,1506,1446
"ENSG00000225630",3230,3588,1175,1187,975,1081,475,391
"ENSG00000039560",1171,1258,1110,1196,803,1227,908,852
"ENSG00000143252",1369,1320,675,743,2392,1820,743,776
"ENSG00000133858",587,570,926,1000,785,1368,640,574
"ENSG00000183726",978,867,1081,1102,1889,1769,1316,1398
"ENSG00000115946",1296,1345,787,909,1130,1020,2417,2431
"ENSG00000093010",590,531,497,512,1773,1004,2137,2389
"ENSG00000133398",693,625,1093,1089,598,428,2013,2088
"ENSG00000163435",2992,2678,7032,7215,69,46,896,783
"ENSG00000124535",1204,1090,935,856,1744,1467,2417,2345
"ENSG00000206557",63,39,5,2,3895,4626,984,858
"ENSG00000135940",1890,1356,1352,1406,1059,573,1563,1483
"ENSG00000152700",1041,973,961,929,1351,1353,1051,1023
"ENSG00000158042",1838,1689,1008,947,1099,640,346,353
"ENSG00000106028",2109,2093,1148,1139,2202,1816,915,913
"ENSG00000074319",1288,1290,1721,1807,1682,1391,1595,1533
"ENSG00000058085",1056,1011,345,318,2,2,1,4
"ENSG00000102858",1919,1952,1979,1989,783,784,1815,1861
"ENSG00000164897",976,906,1055,1008,412,205,1300,1585
"ENSG00000141505",15,4,11,15,3203,1534,3378,3392
"ENSG00000134759",1112,1186,1451,1531,1052,1017,1190,1228
"ENSG00000163444",1445,1344,1169,1248,1538,1361,1029,1010
"ENSG00000111802",1383,1362,2206,2461,1679,1706,1332,1369
"ENSG00000125633",1230,1248,1473,1586,1585,2314,1738,1682
"ENSG00000099381",1200,1068,1361,1306,779,616,4505,4396
"ENSG00000151726",1723,1595,1433,1549,1198,1171,2988,2770
"ENSG00000123066",1088,1131,1281,1397,809,1340,2134,1959
"ENSG00000080822",790,840,874,927,845,1070,1267,1216
"ENSG00000132589",1681,1498,995,1090,1137,777,787,701
"ENSG00000113845",1289,1380,989,1103,2157,1639,315,363
"ENSG00000065060",478,484,712,671,1035,1682,1080,985
"ENSG00000148926",1867,1670,3951,4091,125,81,919,946
"ENSG00000174903",2015,1927,1692,1588,684,575,751,832
"ENSG00000161542",1270,1282,1364,1472,2598,2007,1254,1201
"ENSG00000198815",1067,1030,1213,1266,696,1157,2205,1939
"ENSG00000065361",535,489,227,246,4077,4655,554,537
"ENSG00000100441",547,474,774,759,937,1030,1508,1357
"ENSG00000102531",260,318,551,621,1268,2377,2032,1850
"ENSG00000182872",2154,2006,1864,1935,1024,722,1391,1534
"ENSG00000227500",1442,1358,1579,1692,419,252,1795,1937
"ENSG00000178607",337,350,1401,1399,162,243,2777,2683
"ENSG00000072849",868,903,2273,2398,874,781,1314,1460
"ENSG00000112339",602,604,306,339,2069,2491,1244,1201
"ENSG00000157193",3131,3114,875,972,816,1051,289,314
"ENSG00000050748",1237,1327,1115,1197,1405,1699,691,681
"ENSG00000140632",2557,2217,1488,1646,1249,1600,1193,1118
"ENSG00000187079",1627,1688,1029,1113,885,1478,798,780
"ENSG00000230882",1427,1538,1021,1068,200,196,1669,1943
"ENSG00000114503",1804,1686,1215,1228,1699,1755,852,890
"ENSG00000150768",1311,1451,773,857,1614,1763,926,822
"ENSG00000106299",2086,1996,2394,2329,766,960,1696,1579
"ENSG00000130559",1308,1371,1651,1760,607,709,1907,1740
"ENSG00000164040",963,1083,1653,1864,2526,2268,510,512
"ENSG00000139684",722,708,546,533,2622,2242,1720,1661
"ENSG00000042753",3310,3104,2456,2462,765,356,671,844
"ENSG00000146463",638,662,438,500,1441,2138,922,814
"ENSG00000197971",2606,2503,2378,2532,183,204,191,215
"ENSG00000055070",2290,1852,1037,1032,727,599,2166,2167
"ENSG00000116514",754,657,2134,2261,866,701,2008,2040
"ENSG00000133703",1045,1007,1027,1154,914,1227,480,478
"ENSG00000147010",929,883,1137,1158,1040,1101,1329,1283
"ENSG00000105722",1789,1511,1116,1179,394,303,3594,3571
"ENSG00000135365",321,335,249,283,303,413,239,254
"ENSG00000134291",3214,3187,1564,1576,1536,1122,405,453
"ENSG00000142687",763,725,557,514,1064,1193,376,355
"ENSG00000113312",883,887,796,823,1610,1579,585,649
"ENSG00000077782",22,33,15,4,1819,1470,2182,1945
"ENSG00000038219",953,1010,847,877,1015,2450,1365,1218
"ENSG00000111652",1834,1703,1326,1301,797,578,738,781
"ENSG00000166582",2858,2578,1931,1934,2075,1418,1176,1205
"ENSG00000171302",2698,2519,1940,2032,829,672,2012,1801
"ENSG00000138074",1157,1114,290,325,2120,1350,2184,2199
"ENSG00000115084",1078,1103,880,966,1717,2163,1459,1454
"ENSG00000027697",2239,2392,1295,1361,2191,2096,1804,1690
"ENSG00000121691",1263,1224,885,976,2323,2000,1350,1392
"ENSG00000118046",1482,1233,1355,1304,535,330,1096,1209
"ENSG00000029725",1946,1930,1306,1444,1301,1738,854,872
"ENSG00000134779",1518,1664,927,962,1848,1445,453,449
"ENSG00000180198",2187,1954,1047,1099,1901,1529,1548,1575
"ENSG00000169047",1555,1410,978,1075,952,957,2591,2445
"ENSG00000078061",2019,2044,1919,2042,515,383,1702,1705
"ENSG00000204351",975,951,688,707,833,541,1302,1397
"ENSG00000170043",1256,1249,902,940,1455,878,461,495
"ENSG00000145734",693,621,532,620,973,2768,1412,1222
"ENSG00000161904",1299,1200,1081,1011,593,396,709,666
"ENSG00000178860",4289,3519,6863,7155,0,0,0,0
"ENSG00000112159",1122,1155,428,432,1784,3071,901,934
"ENSG00000134243",379,388,215,235,3005,3231,814,828
"ENSG00000068745",1418,1470,1597,1641,1220,980,2024,2027
"ENSG00000011007",1424,1405,1118,1249,1617,1887,2370,2346
"ENSG00000116679",1323,1284,1712,1755,1221,1386,1664,1491
"ENSG00000111412",1869,1904,1609,1730,1533,1733,1248,1224
"ENSG00000065154",674,596,623,627,1345,1271,1716,1815
"ENSG00000275342",1335,1368,919,975,694,564,2288,2217
"ENSG00000154582",2500,2410,2386,2404,1063,829,1244,1320
"ENSG00000141556",2698,2561,1494,1576,1309,825,664,672
"ENSG00000231991",2129,2155,1835,2000,85,62,99,86
"ENSG00000172661",1228,1223,1446,1613,941,1013,673,658
"ENSG00000177084",2976,3016,1702,1768,1537,1487,753,733
"ENSG00000134884",801,807,629,670,1707,2100,731,812
"ENSG00000108262",2152,1915,2118,2198,498,349,1396,1487
"ENSG00000204590",691,583,659,629,846,617,2449,2616
"ENSG00000100304",3353,3033,2057,2099,919,638,969,953
"ENSG00000135916",1310,1180,540,553,1312,871,1344,1467
"ENSG00000011566",968,975,1243,1327,1328,2158,2177,1911
"ENSG00000077942",1994,1842,1054,1091,2366,1621,1188,1276
"ENSG00000163166",1306,1273,1191,1254,2342,2854,1244,1315
"ENSG00000106554",1371,1328,1247,1322,1336,1386,909,957
"ENSG00000224078",860,880,308,299,3509,4711,780,707
"ENSG00000167767",489,463,1063,1004,58,28,482,467
"ENSG00000196233",884,865,802,808,1474,2241,1518,1391
"ENSG00000032444",1123,984,583,648,311,193,478,515
"ENSG00000146278",343,327,2296,2544,637,565,3657,3931
"ENSG00000087088",2500,2154,1726,1658,1156,526,1583,1613
"ENSG00000100439",1541,1470,1304,1406,775,626,1897,1946
"ENSG00000115694",606,556,492,516,2131,1292,2890,2902
"ENSG00000085998",1273,1191,724,737,695,505,373,347
"ENSG00000103966",1549,1540,1839,1822,329,292,1731,1759
"ENSG00000153904",398,418,252,256,2040,2450,788,745
"ENSG00000159579",647,736,764,761,1869,2071,2105,2118
"ENSG00000198837",2818,2624,2105,2121,701,541,914,845
"ENSG00000122068",1374,1328,1083,1216,839,1110,894,787
"ENSG00000087269",1911,1870,1478,1516,1796,2356,1716,1664
"ENSG00000182117",1268,1174,886,887,1062,783,1236,1294
"ENSG00000173442",2859,2381,1786,1756,367,316,437,404
"ENSG00000147155",2577,2216,1146,1133,1420,815,807,871
"ENSG00000071994",1163,1043,747,676,2176,1734,1038,1052
"ENSG00000145860",1415,1311,958,985,1020,928,920,870
"ENSG00000156273",616,635,1397,1479,454,706,2962,2627
"ENSG00000147044",3218,3065,2031,2225,763,1063,874,776
"ENSG00000197142",642,642,454,548,1290,1227,5231,5137
"ENSG00000162430",1176,1143,508,536,468,286,467,400
"ENSG00000082438",596,696,525,509,3561,6534,2538,2448
"ENSG00000101773",1537,1751,1299,1457,1292,1731,1223,1123
"ENSG00000163374",1920,2082,3016,3223,826,968,1734,1827
"ENSG00000129187",2640,2349,1662,1738,1285,1074,1243,1126
"ENSG00000134186",938,964,569,552,1316,1996,2880,2744
"ENSG00000144580",1289,1256,858,855,1800,1933,1412,1460
"ENSG00000164983",2025,1955,3965,4157,291,389,404,388
"ENSG00000114902",1343,1166,853,957,1477,1078,749,801
"ENSG00000116977",831,856,1140,1230,1271,1492,675,658
"ENSG00000205765",605,612,592,632,910,1209,342,326
"ENSG00000149182",1101,1065,1102,1076,733,558,1024,1006
"ENSG00000197321",1945,1915,1966,2149,539,773,1479,1351
"ENSG00000123146",1678,1498,1140,1188,75,57,273,277
"ENSG00000137492",1446,1472,1307,1389,1276,1698,1891,1698
"ENSG00000196998",1231,1184,3781,3755,305,229,1183,1222
"ENSG00000105655",11,15,21,17,1528,772,1413,1418
"ENSG00000196743",795,719,697,801,1796,1334,255,262
"ENSG00000115020",334,375,314,387,724,1302,890,795
"ENSG00000135334",1834,1869,1673,1771,1437,1316,2253,2216
"ENSG00000120533",2186,1886,1973,1978,1518,1408,1300,1397
"ENSG00000160058",662,667,1064,1119,519,437,1237,1293
"ENSG00000130640",1502,1396,1084,1133,1140,797,862,992
"ENSG00000180921",3412,3163,1909,1948,542,332,1979,1831
"ENSG00000116539",2204,2325,1814,1900,688,1376,653,493
"ENSG00000170445",1491,1331,1017,1052,1692,1542,1636,1606
"ENSG00000063241",1415,1338,1461,1436,219,80,932,1095
"ENSG00000110660",682,686,395,417,713,682,1029,1061
"ENSG00000165688",2868,2669,1252,1264,1730,1478,811,835
"ENSG00000169688",0,0,58,64,5,0,10780,9931
"ENSG00000135596",919,819,1109,1079,294,234,1043,1179
"ENSG00000167680",4,3,2,2,1288,942,1086,1025
"ENSG00000103035",954,941,1048,1085,2283,2260,1708,1669
"ENSG00000196313",1873,1992,800,940,861,1263,2210,2039
"ENSG00000164211",206,205,101,102,899,1222,589,501
"ENSG00000134058",551,569,1205,1159,887,726,2044,2087
"ENSG00000138246",1817,1983,1038,1222,1377,1967,459,390
"ENSG00000100412",976,925,891,960,719,593,1340,1455
"ENSG00000139613",1799,1862,1386,1446,628,990,313,281
"ENSG00000111647",1131,1086,1717,1917,781,1098,1376,1302
"ENSG00000138834",2104,1735,2336,2315,428,466,2166,1923
"ENSG00000204842",1509,1552,1193,1234,837,1258,847,830
"ENSG00000198876",1525,1404,1662,1807,972,884,1862,1748
"ENSG00000106400",2812,2777,2647,2831,748,461,664,750
"ENSG00000049239",749,677,325,318,760,579,148,137
"ENSG00000104980",1393,1186,1366,1367,624,438,1932,1934
"ENSG00000089289",1374,1430,2039,2005,1239,1019,1441,1391
"ENSG00000132294",2686,2670,1449,1594,1092,1735,550,422
"ENSG00000149657",1314,1043,1247,1331,1343,1196,1672,1763
"ENSG00000114270",31,43,13,10,147,129,814,699
"ENSG00000166228",1531,1406,1332,1374,2150,1341,1147,1348
"ENSG00000164741",0,0,0,0,2304,2683,2919,2815
"ENSG00000135766",2644,2583,1659,1559,1132,1139,1621,1469
"ENSG00000112379",701,640,925,961,491,692,830,829
"ENSG00000162231",1115,1209,2396,2556,1434,1251,2736,2900
"ENSG00000146834",3692,3271,2963,3102,329,197,1130,1144
"ENSG00000183741",2431,2094,1126,1155,137,90,582,676
"ENSG00000065802",326,254,538,588,707,664,773,788
"ENSG00000112996",1036,1083,872,901,1341,1313,2164,2289
"ENSG00000143970",791,925,880,904,1234,2338,2653,2369
"ENSG00000176046",284,235,4559,4984,514,426,607,773
"ENSG00000089902",1158,1214,1189,1322,1057,1627,2263,2013
"ENSG00000165689",2490,2299,1346,1413,1481,1148,856,959
"ENSG00000179271",1575,1382,1417,1377,1646,1095,1286,1445
"ENSG00000143319",3000,2941,1543,1743,875,785,1146,1138
"ENSG00000168924",2072,2017,1043,1098,1030,813,1482,1470
"ENSG00000099624",2852,2396,1677,1592,634,243,973,1073
"ENSG00000117411",833,841,764,757,963,632,1344,1287
"ENSG00000166681",1713,1431,1106,1208,664,461,242,235
"ENSG00000135632",1199,1010,1207,1117,820,581,1036,1069
"ENSG00000170456",755,883,799,797,641,1120,921,929
"ENSG00000213699",1684,1703,1813,1996,552,391,694,690
"ENSG00000078668",1853,1667,1080,1093,2578,2080,833,777
"ENSG00000117528",1846,1792,536,512,3226,3756,1160,1078
"ENSG00000084073",1378,1389,706,781,2144,2606,710,673
"ENSG00000140859",1123,994,811,804,490,375,2003,2028
"ENSG00000214530",707,602,915,912,3593,2136,1533,1563
"ENSG00000164022",1405,1404,1264,1282,2202,2025,1560,1637
"ENSG00000070423",1846,1719,1713,1745,338,149,2521,2763
"ENSG00000141401",4123,3750,3473,3489,864,587,315,286
"ENSG00000086666",912,1025,1411,1535,1351,1379,1364,1345
"ENSG00000048649",614,627,875,956,801,1378,1741,1580
"ENSG00000065833",3590,3746,2403,2529,0,0,0,0
"ENSG00000083520",497,527,527,619,1322,2035,1754,1498
"ENSG00000113569",800,803,258,298,1310,1909,495,449
"ENSG00000149115",2652,2286,2240,2377,393,349,1747,1698
"ENSG00000108559",1477,1609,1863,1924,1437,1314,1044,998
"ENSG00000101544",1193,1154,1470,1678,871,1195,2280,2083
"ENSG00000103591",926,948,963,951,727,674,354,356
"ENSG00000204580",1117,969,522,536,470,299,1682,1697
"ENSG00000013573",2477,2296,1307,1397,395,384,353,343
"ENSG00000127526",1071,1008,1167,1087,735,641,1527,1403
"ENSG00000164823",3463,3440,2333,2572,359,454,615,576
"ENSG00000090339",931,809,315,332,661,497,1771,1684
"ENSG00000107745",1850,1975,1597,1724,1532,1339,1297,1284
"ENSG00000175063",2778,2486,2113,2340,983,713,310,330
"ENSG00000160113",1995,1627,1129,1173,436,169,1144,1059
"ENSG00000072042",789,787,353,390,1832,2006,996,953
"ENSG00000184787",2060,1971,1185,1317,1390,1362,562,545
"ENSG00000118503",175,129,1198,1272,909,1260,6257,6159
"ENSG00000148634",705,747,1132,1149,427,576,782,712
"ENSG00000138078",751,860,623,636,981,1855,239,239
"ENSG00000070367",1019,1013,795,807,1163,1860,1110,994
"ENSG00000205213",1616,1601,599,603,1872,3050,375,395
"ENSG00000114784",961,807,1410,1444,927,652,2001,2170
"ENSG00000099968",1367,1306,1752,1906,431,366,548,580
"ENSG00000073350",2319,2186,2130,2078,824,482,1850,1851
"ENSG00000196704",977,1035,984,1023,1606,1454,462,399
"ENSG00000119048",617,579,1776,1801,1452,1394,1949,2011
"ENSG00000073614",1032,1027,1241,1419,724,1076,1678,1696
"ENSG00000072958",1732,1620,1429,1433,771,470,1292,1338
"ENSG00000138442",786,877,480,555,2632,3079,1544,1449
"ENSG00000169217",2005,1606,1363,1541,615,270,1935,2040
"ENSG00000159720",1819,1728,1645,1711,1158,849,1857,1808
"ENSG00000177311",1437,1320,861,1013,1252,2267,1061,843
"ENSG00000176658",33,34,26,22,824,922,1159,1083
"ENSG00000143624",3096,3152,1669,1797,722,597,150,106
"ENSG00000107949",1739,1683,1345,1429,2441,2184,1557,1458
"ENSG00000103264",719,724,1331,1447,1775,1288,2196,2040
"ENSG00000118200",1533,1572,1126,1237,407,812,976,870
"ENSG00000164543",1045,1036,1402,1399,1001,970,4519,4284
"ENSG00000126767",1716,1495,1373,1434,164,142,982,1098
"ENSG00000181929",1321,1279,1337,1471,488,442,420,394
"ENSG00000158109",1113,1010,1348,1442,1014,833,530,547
"ENSG00000214944",1420,1465,1159,1114,1259,1548,493,501
"ENSG00000140553",955,815,695,697,637,404,862,848
"ENSG00000177732",532,436,547,512,1167,708,1031,1024
"ENSG00000119041",784,824,702,713,1452,1728,1371,1318
"ENSG00000114779",814,773,742,692,735,497,655,773
"ENSG00000070882",1052,1088,844,851,1391,1812,1072,916
"ENSG00000151327",688,683,885,889,1255,1236,1848,1909
"ENSG00000158545",1464,1458,974,1120,1715,1760,1786,1802
"ENSG00000134954",692,768,2291,2414,28,31,286,259
"ENSG00000157933",777,701,509,603,1276,1313,1141,1164
"ENSG00000077238",870,811,469,526,505,393,4338,4335
"ENSG00000143486",807,805,769,789,843,639,767,735
"ENSG00000188488",0,0,0,0,5013,3855,2953,2908
"ENSG00000145632",1700,1588,2918,3126,466,485,3122,2974
"ENSG00000176994",1205,1052,760,847,579,779,538,424
"ENSG00000163001",522,672,723,795,709,726,287,338
"ENSG00000173848",1243,1305,936,965,2748,3221,3416,3247
"ENSG00000106723",1100,1135,850,937,761,1315,1666,1538
"ENSG00000165661",2453,2210,1118,1102,1160,1060,974,924
"ENSG00000173273",415,505,532,558,878,1312,1551,1518
"ENSG00000060749",1157,1287,709,692,1422,3124,906,835
"ENSG00000104312",1693,1683,2996,3040,472,444,1774,1823
"ENSG00000180182",2416,2557,1242,1496,909,1468,630,628
"ENSG00000175792",2667,2178,1222,1318,1329,1342,421,459
"ENSG00000101413",1075,1137,982,1019,1941,2119,1890,1818
"ENSG00000135956",2262,2291,1560,1605,1051,859,1090,1140
"ENSG00000124201",2007,2033,1583,1692,1074,1190,1305,1243
"ENSG00000112759",679,678,302,323,1969,1593,1126,1027
"ENSG00000145293",1269,1200,1323,1358,1728,1407,1528,1452
"ENSG00000105447",3244,3291,2016,1941,802,600,1820,1792
"ENSG00000131462",1384,1267,1110,1153,2677,1774,1543,1732
"ENSG00000119912",1252,1248,667,771,1573,2010,856,802
"ENSG00000134744",321,337,371,337,1364,2365,1174,1090
"ENSG00000122126",1872,1984,1263,1354,1001,1268,547,523
"ENSG00000149823",1222,1082,1385,1245,293,189,1717,1782
"ENSG00000171928",1019,1064,1385,1639,888,805,2091,2140
"ENSG00000120071",798,825,998,1049,1083,1377,3554,3373
"ENSG00000133265",1509,1385,1334,1441,279,139,1055,1120
"ENSG00000108604",1864,1643,1385,1497,2051,1688,1061,1192
"ENSG00000140990",1973,1843,1420,1589,1371,1304,450,537
"ENSG00000166377",4013,3774,2856,3036,224,327,164,169
"ENSG00000011485",2833,2443,1831,1999,1097,1023,686,679
"ENSG00000198862",477,510,581,665,768,1417,1247,1037
"ENSG00000076242",1302,1254,1203,1224,1318,1304,1050,948
"ENSG00000137210",1207,1182,1060,1057,2741,1886,704,667
"ENSG00000135655",1552,1461,1783,1811,956,1197,1463,1372
"ENSG00000061936",1451,1390,1564,1730,1255,1295,1201,1254
"ENSG00000070610",1239,1120,1146,1074,724,548,1299,1261
"ENSG00000134070",883,760,1673,1819,286,282,1706,1783
"ENSG00000136504",1068,1187,1359,1406,1024,1230,1639,1526
"ENSG00000173674",1798,1875,1207,1446,2513,2380,1558,1500
"ENSG00000170677",701,725,1340,1342,951,1197,2325,2151
"ENSG00000254166",0,0,0,1,1105,1749,4844,4767
"ENSG00000174373",163,217,298,347,1358,2868,1338,1254
"ENSG00000115128",346,396,423,487,2235,1812,1811,2088
"ENSG00000106443",1466,1459,904,897,1576,1912,624,508
"ENSG00000167671",918,889,1900,1892,405,286,2096,2157
"ENSG00000119760",993,1020,1013,1036,1486,1533,1425,1447
"ENSG00000115365",437,459,289,310,1981,2593,396,318
"ENSG00000160294",1612,1478,970,985,606,782,1023,850
"ENSG00000169032",856,772,930,1007,544,434,2439,2319
"ENSG00000160208",1863,1902,993,1055,1309,1388,1021,857
"ENSG00000176624",439,472,1247,1339,853,993,3165,2918
"ENSG00000196363",2187,2135,1626,1732,1427,1060,1682,1883
"ENSG00000123131",1145,1199,1037,1068,2578,1771,1198,1183
"ENSG00000160753",2153,2058,2480,2498,622,445,661,659
"ENSG00000146670",2100,2079,1533,1583,1084,575,903,904
"ENSG00000163558",760,814,858,966,1053,1658,1615,1549
"ENSG00000142453",1229,1168,886,851,1084,856,1694,1621
"ENSG00000183044",176,162,82,102,4203,4839,2037,1985
"ENSG00000163162",1496,1432,1492,1550,1989,1651,2436,2299
"ENSG00000133131",2161,2186,1965,2136,949,988,423,405
"ENSG00000146872",991,991,1185,1242,1652,1907,2610,2568
"ENSG00000130254",1504,1326,1411,1349,1319,1316,1703,1766
"ENSG00000177542",2106,1673,2066,2228,133,54,685,676
"ENSG00000136877",2690,2330,2219,2250,639,347,1432,1569
"ENSG00000169976",1286,1228,1566,1408,1451,874,1943,2115
"ENSG00000006704",826,759,1178,1296,700,495,1672,1750
"ENSG00000163349",834,815,842,927,851,1544,1800,1583
"ENSG00000101079",1151,1186,820,848,1487,1533,763,679
"ENSG00000180776",551,557,337,393,1526,2326,1281,1191
"ENSG00000169018",578,590,762,813,967,1426,1313,1082
"ENSG00000073417",798,917,630,642,1057,1188,978,1077
"ENSG00000133884",1313,1217,1472,1570,961,775,1253,1151
"ENSG00000182307",3453,3266,2219,2278,713,594,727,735
"ENSG00000057252",2221,2219,1255,1352,1078,1201,869,819
"ENSG00000198843",1936,1903,1475,1579,1845,1817,1054,1044
"ENSG00000074071",2882,2305,1580,1525,617,376,875,926
"ENSG00000185803",3124,2661,2080,2128,159,74,1418,1353
"ENSG00000163251",1045,971,652,651,2025,2372,2177,2174
"ENSG00000101220",2904,2459,1481,1539,516,255,790,791
"ENSG00000087152",1059,916,640,667,575,584,2542,2387
"ENSG00000130764",1419,1239,1196,1130,1113,724,1090,1049
"ENSG00000088448",380,428,1089,1147,1265,1497,1728,1741
"ENSG00000005100",1231,1124,757,806,1810,2271,1318,1127
"ENSG00000221823",1360,1317,1350,1481,739,562,1782,1718
"ENSG00000196850",1752,1667,2307,2505,670,1010,1644,1417
"ENSG00000134153",1052,923,990,941,1418,1304,1584,1410
"ENSG00000165322",1040,1175,1209,1334,1385,2177,1591,1435
"ENSG00000029364",1001,1072,629,595,1183,1400,1363,1227
"ENSG00000155115",1397,1347,1111,1142,2038,1834,1471,1390
"ENSG00000102100",1413,1194,1274,1133,501,448,1032,1020
"ENSG00000023445",145,140,575,674,70,116,104,114
"ENSG00000152484",642,700,623,758,602,973,2953,2756
"ENSG00000122861",434,373,224,246,33,26,185,181
"ENSG00000178691",1301,1291,1420,1498,1728,2663,1050,926
